review_count,categories,opentime,closetime,stars,priceRange,noiselevel,delivery,zipcodes,avg_Income,population
20,"[Sushi Bars, Diners, Chinese, Restaurants]",11:00,22:00,3.5,2,average,TRUE,15201,27031,14326
6,"[American (New), Restaurants]",8:00,15:00,4.5,1,quiet,NA,15206,28517,32482
26,"[Bars, Restaurants, Nightlife, Chicken Wings]",11:00,0:00,4,1,average,FALSE,15203,27595,9613
20,"[Polish, American (Traditional), Restaurants]",6:00,2:00,5,1,quiet,FALSE,15223,33724,7991
14,"[Nightlife, Bars, Sandwiches, Restaurants]",11:00,17:00,3.5,1,average,FALSE,15224,22880,12095
22,"[Restaurants, Italian]",9:00,21:00,3.5,3,average,FALSE,15222,18598,1999
7,"[American (New), Restaurants]",11:00,20:00,2.5,2,very_loud,NA,15222,18598,1999
3,"[Fast Food, Restaurants]",8:00,19:00,3,1,NA,FALSE,15227,38439,29621
3,"[Burgers, Breakfast & Brunch, Hot Dogs, Restaurants]",8:00,20:00,3,0,NA,FALSE,15224,22880,12095
3,"[Cafes, Restaurants]",11:00,2:00,4.5,1,NA,FALSE,15203,27595,9613
25,"[Diners, Restaurants]",11:30,22:00,3,3,average,FALSE,15215,43750,13212
103,"[Arts & Entertainment, Bars, Casinos, Nightlife, Steakhouses, Sports Bars, Restaurants]",0:00,0:00,3,0,NA,FALSE,15212,26712,31850
15,"[Food, Bakeries, Coffee & Tea, Cafes, Restaurants]",6:00,16:00,4,1,average,FALSE,15233,23841,4876
44,"[Pizza, Restaurants]",10:00,22:00,3.5,1,average,FALSE,15217,45173,26425
4,"[Burgers, Fast Food, Restaurants]",11:00,22:00,2,1,average,FALSE,15221,30668,36387
8,"[Bars, Pizza, Nightlife, Restaurants]",8:00,20:00,2,1,NA,TRUE,15203,27595,9613
11,"[Barbeque, Restaurants]",11:00,22:30,4.5,2,quiet,FALSE,15208,24178,13352
32,"[Cafes, American (New), Restaurants]",11:00,21:00,4,2,average,FALSE,15216,39526,24691
69,"[American (New), Restaurants]",11:00,2:00,3,2,average,FALSE,15212,26712,31850
60,"[Breakfast & Brunch, Italian, French, Restaurants]",7:00,16:00,3.5,1,quiet,TRUE,15224,22880,12095
8,"[Food, Coffee & Tea, Sandwiches, Restaurants]",7:00,20:00,4.5,1,quiet,FALSE,15212,26712,31850
62,"[Steakhouses, Restaurants]",17:00,21:30,3.5,4,average,FALSE,15212,26712,31850
11,"[Vietnamese, Restaurants]",11:30,1:00,3,1,NA,NA,15222,18598,1999
7,"[Chinese, Restaurants]",9:00,17:00,1.5,1,quiet,TRUE,15222,18598,1999
28,"[Taiwanese, Chinese, Restaurants]",13:00,21:00,4,2,quiet,TRUE,15217,45173,26425
7,"[Burgers, Restaurants]",10:30,22:00,1.5,0,very_loud,NA,15203,27595,9613
56,"[Restaurants, Italian]",17:00,2:00,3.5,2,average,FALSE,15232,32552,11792
13,"[Greek, Mediterranean, Sandwiches, Restaurants]",10:00,22:00,3.5,1,average,TRUE,15203,27595,9613
104,"[Hot Dogs, Restaurants]",11:00,21:00,3.5,1,average,FALSE,15206,28517,32482
5,"[Food, Coffee & Tea, Sandwiches, Restaurants]",8:00,17:00,3.5,0,quiet,FALSE,15222,18598,1999
4,"[Breakfast & Brunch, Diners, Restaurants]",7:00,19:00,5,1,average,FALSE,15219,14399,19204
121,"[Sushi Bars, Buffets, Japanese, Restaurants]",11:00,22:00,3.5,2,average,FALSE,15217,45173,26425
6,"[Indian, Restaurants]",11:30,14:30,3,0,NA,NA,15216,39526,24691
261,"[Tapas Bars, Sushi Bars, Latin American, Restaurants]",11:30,22:00,4,3,average,FALSE,15201,27031,14326
15,"[Breakfast & Brunch, Restaurants]",6:00,18:00,3.5,1,quiet,FALSE,15201,27031,14326
8,"[Fast Food, Restaurants]",6:30,22:00,3.5,1,average,FALSE,15241,85102,20616
7,"[American (Traditional), Restaurants]",11:30,2:00,2.5,2,NA,FALSE,15222,18598,1999
3,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",15:00,2:00,2.5,2,NA,FALSE,15217,45173,26425
11,"[American (New), Restaurants]",9:00,21:00,4,2,average,FALSE,15215,43750,13212
8,"[Mexican, Restaurants]",11:00,20:00,4,2,average,FALSE,15222,18598,1999
64,"[Delis, Indian, Mediterranean, Restaurants]",11:00,20:00,4.5,1,average,FALSE,15201,27031,14326
13,"[Sandwiches, Restaurants]",8:00,22:00,3.5,1,quiet,TRUE,15213,18473,28320
4,"[Breakfast & Brunch, American (New), Restaurants]",8:00,17:00,4,1,very_loud,FALSE,15202,34727,21022
7,"[Pizza, Restaurants]",7:00,15:00,4.5,1,average,FALSE,15222,18598,1999
27,"[Restaurants, Italian]",11:00,21:00,4,2,average,FALSE,15220,44018,19693
45,"[Gastropubs, Italian, Restaurants]",17:00,0:00,3,2,average,FALSE,15201,27031,14326
43,"[Greek, Mediterranean, Restaurants]",11:00,22:30,4,1,average,FALSE,15203,27595,9613
6,"[Food, Vegetarian, Coffee & Tea, Vegan, Restaurants]",7:00,17:00,5,1,NA,FALSE,15233,23841,4876
6,"[Sandwiches, Pizza, Chicken Wings, Restaurants]",16:00,22:00,1.5,1,NA,TRUE,15222,18598,1999
6,"[Hot Dogs, Restaurants]",10:30,19:00,3,2,average,FALSE,15222,18598,1999
3,"[Food, Ice Cream & Frozen Yogurt, Delis, Restaurants]",12:00,20:00,3.5,1,quiet,FALSE,15212,26712,31850
6,"[Fast Food, Sandwiches, Restaurants]",10:00,15:30,3.5,1,average,NA,15222,18598,1999
9,"[Restaurants, Italian]",11:00,23:00,3,2,average,FALSE,15213,18473,28320
18,"[American (Traditional), Restaurants]",11:30,2:00,3.5,1,NA,FALSE,15222,18598,1999
4,"[Bars, Pizza, Nightlife, Restaurants]",11:00,2:00,2.5,2,NA,NA,15238,67370,13571
4,"[Chinese, Restaurants]",6:00,21:00,4,2,quiet,FALSE,15221,30668,36387
13,"[Sandwiches, Restaurants]",10:00,20:00,4,1,average,FALSE,15221,30668,36387
3,"[Diners, Restaurants]",7:00,1:00,5,1,NA,FALSE,15218,35983,14956
6,"[Asian Fusion, Restaurants]",8:00,17:30,2,1,quiet,FALSE,15222,18598,1999
13,"[Mexican, Restaurants]",11:00,22:00,2.5,1,average,FALSE,15213,18473,28320
4,"[Bars, Burgers, Nightlife, Lounges, Chicken Wings, Restaurants]",9:00,18:00,2.5,0,NA,NA,15222,18598,1999
4,"[Middle Eastern, Egyptian, Mediterranean, Cafes, Restaurants]",17:00,21:00,5,1,average,TRUE,15202,34727,21022
6,"[Food, Food Stands, Food Trucks, Restaurants]",0:00,0:00,3.5,1,average,FALSE,15213,18473,28320
14,"[Pizza, Restaurants]",11:30,18:00,4,1,average,TRUE,15224,22880,12095
110,"[German, Pubs, Bars, Nightlife, Restaurants]",11:00,22:00,4,2,average,FALSE,15212,26712,31850
22,"[Burgers, Restaurants]",10:00,17:00,4,1,loud,TRUE,15222,18598,1999
20,"[Pakistani, Indian, Restaurants]",11:00,2:00,3,2,average,TRUE,15213,18473,28320
87,"[Bakeries, Food, Restaurants, Italian]",6:00,16:00,4,2,average,FALSE,15222,18598,1999
18,"[American (New), Restaurants]",17:00,22:00,4,3,quiet,FALSE,15233,23841,4876
22,"[Pizza, Restaurants]",11:00,22:00,3.5,1,average,TRUE,15217,45173,26425
5,"[Restaurants, Italian]",10:30,21:00,2.5,2,NA,FALSE,15219,14399,19204
13,"[Burgers, Cafes, American (New), Restaurants]",11:30,0:00,4,2,average,FALSE,15216,39526,24691
26,"[Dive Bars, Bars, American (Traditional), Nightlife, Restaurants]",11:00,2:00,3.5,2,average,FALSE,15201,27031,14326
8,"[Arts & Entertainment, Music Venues, Cafes, Bars, Nightlife, Lounges, Restaurants]",11:00,19:00,5,0,NA,TRUE,15213,18473,28320
93,"[Restaurants, Italian]",11:00,22:00,4,2,average,FALSE,15222,18598,1999
4,"[Fast Food, Mexican, Tex-Mex, Restaurants]",7:00,1:00,3.5,1,quiet,FALSE,15218,35983,14956
16,"[Chicken Wings, Restaurants]",17:00,22:00,3.5,1,average,TRUE,15205,38507,22586
8,"[Mexican, Restaurants]",12:00,22:30,4,1,quiet,NA,15203,27595,9613
9,"[Pizza, Italian, Sandwiches, Restaurants]",10:00,19:00,3,1,NA,FALSE,15222,18598,1999
34,"[Food, Breakfast & Brunch, Coffee & Tea, French, Restaurants]",9:00,17:00,3.5,2,average,FALSE,15232,32552,11792
8,"[Pizza, Restaurants]",8:00,22:00,2,2,NA,TRUE,15205,38507,22586
14,"[American (Traditional), Restaurants]",11:30,21:00,3.5,2,average,FALSE,15209,38292,12891
147,"[Mexican, Tex-Mex, Restaurants]",11:00,2:00,3.5,2,loud,FALSE,15206,28517,32482
60,"[Food, Sandwiches, Bagels, Delis, Restaurants]",6:00,19:00,3,1,average,FALSE,15217,45173,26425
12,"[Pizza, Sandwiches, Salad, Restaurants]",11:00,21:00,3.5,2,average,FALSE,15228,58440,17723
53,"[Thai, Sushi Bars, Japanese, Restaurants]",11:00,21:00,3,2,average,TRUE,15213,18473,28320
3,"[Delis, Diners, Restaurants]",10:00,18:00,4,1,quiet,FALSE,15210,27041,31216
86,"[Modern European, American (New), Restaurants]",11:00,21:00,4,2,average,FALSE,15224,22880,12095
9,[Restaurants],9:00,20:00,3.5,2,loud,FALSE,15232,32552,11792
166,"[Thai, Restaurants]",11:30,21:30,4,2,average,FALSE,15222,18598,1999
122,[Restaurants],11:00,0:00,3.5,2,average,FALSE,15206,28517,32482
4,"[Chinese, Restaurants]",9:00,18:00,1.5,1,NA,TRUE,15217,45173,26425
4,"[Burgers, Fast Food, Restaurants]",8:00,22:30,3,1,NA,FALSE,15218,35983,14956
4,"[Hot Dogs, Restaurants]",7:00,23:00,5,1,average,FALSE,15203,27595,9613
9,"[Diners, Restaurants]",8:00,20:00,2.5,1,quiet,FALSE,15209,38292,12891
6,"[Pizza, Restaurants]",8:00,18:00,4,1,quiet,FALSE,15222,18598,1999
10,"[Restaurants, Italian]",16:00,22:00,4,2,average,FALSE,15226,37889,14648
12,"[Food, Grocery, Delis, Restaurants]",8:00,18:00,3.5,1,average,FALSE,15224,22880,12095
6,"[Burgers, Restaurants]",12:00,21:00,3,3,NA,FALSE,15219,14399,19204
19,"[Mexican, Restaurants]",11:00,20:00,3,1,average,FALSE,15232,32552,11792
6,"[Kosher, Pizza, Restaurants]",6:00,1:00,4.5,1,average,FALSE,15217,45173,26425
16,"[American (New), Mediterranean, Restaurants]",17:00,22:00,4.5,3,average,FALSE,15241,85102,20616
6,"[Restaurants, Mediterranean, Turkish]",11:00,22:00,4.5,1,quiet,TRUE,15213,18473,28320
3,"[Delis, Restaurants]",10:00,20:00,4.5,2,NA,NA,15216,39526,24691
16,"[Bangladeshi, Indian, Restaurants]",9:00,20:00,5,1,average,TRUE,15213,18473,28320
5,"[Burgers, Fast Food, Restaurants]",11:00,19:00,1.5,1,NA,FALSE,15217,45173,26425
34,"[Italian, Pizza, Restaurants]",11:00,0:00,3.5,2,average,TRUE,15220,44018,19693
3,"[Pizza, Sandwiches, Salad, Restaurants]",11:00,4:00,3.5,2,average,TRUE,15227,38439,29621
18,"[American (New), Restaurants]",11:30,22:00,2.5,2,average,FALSE,15219,14399,19204
6,"[Fast Food, Mexican, Restaurants]",9:00,19:00,3,1,NA,FALSE,15202,34727,21022
51,"[American (Traditional), Restaurants]",16:00,2:00,3.5,1,average,FALSE,15201,27031,14326
18,"[Restaurants, Italian]",10:30,21:00,3.5,3,quiet,FALSE,15220,44018,19693
34,"[Mexican, Restaurants]",11:00,22:00,4,2,average,FALSE,15203,27595,9613
46,"[Breakfast & Brunch, American (New), Restaurants]",11:00,0:00,3,2,average,FALSE,15215,43750,13212
24,"[Chinese, Restaurants]",11:00,22:00,4,1,quiet,TRUE,15216,39526,24691
8,"[Chinese, Restaurants]",11:00,22:00,3.5,1,quiet,TRUE,15224,22880,12095
8,"[Bars, American (New), Nightlife, Restaurants]",11:30,23:00,4.5,2,average,FALSE,15236,46913,30630
15,"[Thai, Restaurants]",11:00,22:00,4,2,quiet,FALSE,15202,34727,21022
40,"[Sushi Bars, Restaurants]",8:00,17:30,4,2,loud,FALSE,15222,18598,1999
6,"[Chicken Wings, Bars, American (Traditional), Nightlife, Restaurants]",11:00,2:00,4,2,loud,FALSE,15205,38507,22586
4,"[Burgers, Fast Food, Restaurants]",10:30,2:00,2.5,1,average,FALSE,15213,18473,28320
6,"[Pizza, Restaurants, Chicken Wings, Italian]",10:00,21:00,3.5,2,quiet,TRUE,15212,26712,31850
7,"[Egyptian, Middle Eastern, Restaurants]",17:00,21:00,4,2,quiet,FALSE,15226,37889,14648
6,"[Italian, Pizza, Restaurants]",10:00,23:00,4.5,1,average,TRUE,15215,43750,13212
63,"[Food, Polish, Specialty Food, Ethnic Food, Restaurants]",9:30,16:30,4.5,1,quiet,FALSE,15222,18598,1999
63,"[Indian, Restaurants]",11:00,14:30,4,2,quiet,FALSE,15224,22880,12095
3,"[American (New), Restaurants]",10:00,21:00,3.5,2,average,FALSE,15213,18473,28320
11,"[Bakeries, Food, Cafes, Restaurants]",9:00,20:00,3.5,2,quiet,FALSE,15222,18598,1999
4,"[Burgers, Fast Food, Restaurants]",11:00,21:00,1,1,NA,FALSE,15233,23841,4876
16,"[Pizza, Restaurants]",10:30,20:00,3.5,1,average,TRUE,15222,18598,1999
7,"[Restaurants, Pizza, Italian]",11:00,23:00,2.5,2,NA,TRUE,15216,39526,24691
7,"[Chinese, Restaurants]",9:00,16:30,3,2,quiet,FALSE,15210,27041,31216
28,"[Thai, Restaurants]",11:00,21:30,2.5,2,quiet,FALSE,15222,18598,1999
7,"[American (New), Restaurants]",8:00,20:00,3.5,3,average,FALSE,15203,27595,9613
12,"[Restaurants, Italian]",11:00,21:00,3,2,quiet,FALSE,15234,40756,14911
89,"[Italian, Pizza, Restaurants]",11:30,22:00,2.5,2,average,FALSE,15224,22880,12095
27,"[Breakfast & Brunch, Diners, Restaurants]",6:00,20:00,4,1,average,TRUE,15211,34067,12477
14,"[American (New), Restaurants]",10:00,22:00,2.5,1,average,TRUE,15203,27595,9613
6,"[Dive Bars, Bars, American (Traditional), Nightlife, Restaurants]",11:00,21:30,4,0,NA,NA,15203,27595,9613
116,"[Mexican, Restaurants]",11:00,22:00,3.5,2,average,FALSE,15203,27595,9613
52,"[Korean, Restaurants]",16:00,22:00,3.5,2,average,FALSE,15213,18473,28320
3,"[Italian, Pizza, Mediterranean, Restaurants]",10:00,0:00,4,0,NA,TRUE,15216,39526,24691
6,"[American (New), Restaurants]",11:00,22:00,3,2,NA,NA,15232,32552,11792
8,"[Sandwiches, Restaurants]",11:00,21:00,3.5,1,average,TRUE,15224,22880,12095
33,"[Food, Coffee & Tea, Sandwiches, Restaurants]",7:00,17:00,4,1,very_loud,FALSE,15206,28517,32482
5,"[Pizza, Restaurants]",11:00,22:00,3.5,1,NA,TRUE,15234,40756,14911
8,"[Bars, American (Traditional), Nightlife, Restaurants]",11:00,1:00,5,2,average,FALSE,15212,26712,31850
3,"[Soul Food, Seafood, Southern, Restaurants]",7:00,19:00,4,0,NA,NA,15224,22880,12095
4,"[Pizza, Restaurants]",10:30,22:30,3.5,0,NA,TRUE,15215,43750,13212
7,"[Mexican, Restaurants]",11:00,21:00,1.5,2,average,FALSE,15238,67370,13571
81,"[Delis, American (New), Sandwiches, Restaurants]",7:00,19:00,4,1,average,FALSE,15213,18473,28320
18,"[Restaurants, Italian]",17:00,21:00,3,2,average,FALSE,15218,35983,14956
36,"[American (New), Restaurants]",18:00,22:00,4.5,4,quiet,FALSE,15206,28517,32482
6,"[Thai, Restaurants]",11:00,21:00,4,2,quiet,TRUE,15219,14399,19204
62,"[Dive Bars, Polish, Bars, Nightlife, Restaurants]",17:00,2:00,4,1,loud,FALSE,15224,22880,12095
39,"[Bars, Hot Dogs, Nightlife, Restaurants]",11:00,23:00,4,1,average,FALSE,15211,34067,12477
7,"[Chicken Wings, Restaurants, Pizza, Italian]",9:00,21:00,1,0,NA,TRUE,15203,27595,9613
9,"[Delis, Sandwiches, Restaurants]",7:00,18:00,4.5,1,average,FALSE,15205,38507,22586
30,"[Mexican, Restaurants]",11:00,21:00,3.5,2,loud,FALSE,15234,40756,14911
141,"[Hot Dogs, Restaurants]",10:00,13:30,3.5,1,average,FALSE,15213,18473,28320
20,"[Delis, Restaurants]",7:30,15:00,4,1,quiet,FALSE,15222,18598,1999
47,"[Steakhouses, Restaurants]",7:00,1:00,2.5,3,average,FALSE,15203,27595,9613
5,"[Soup, Restaurants]",16:00,20:00,4.5,0,NA,FALSE,15222,18598,1999
7,"[Soul Food, Fish & Chips, Moroccan, Restaurants]",12:00,23:00,3.5,1,quiet,TRUE,15213,18473,28320
27,"[Burgers, Cafes, Salad, Restaurants]",7:00,22:00,4,1,average,FALSE,15203,27595,9613
30,"[Arts & Entertainment, American (Traditional), Music Venues, Bars, Nightlife, Restaurants]",8:00,23:00,3.5,2,loud,FALSE,15205,38507,22586
340,"[Chicken Wings, Sandwiches, Restaurants]",10:00,0:00,3.5,1,loud,FALSE,15222,18598,1999
4,"[Pizza, Restaurants]",10:00,21:00,2.5,1,NA,TRUE,15210,27041,31216
52,"[Burgers, American (Traditional), Chicken Wings, Restaurants]",11:00,22:00,3.5,1,loud,FALSE,15213,18473,28320
5,"[Bakeries, Food, Cafes, Restaurants]",0:00,23:59,2.5,0,NA,NA,15219,14399,19204
8,"[Food, Breakfast & Brunch, Bagels, Sandwiches, Restaurants]",7:00,16:00,5,1,quiet,FALSE,15216,39526,24691
54,"[Vietnamese, Restaurants]",11:00,22:00,4,2,quiet,FALSE,15234,40756,14911
191,"[Bakeries, Food, French, Restaurants]",7:30,16:30,4.5,1,quiet,FALSE,15201,27031,14326
3,"[American (Traditional), Restaurants]",6:00,19:00,4,1,NA,FALSE,15222,18598,1999
12,"[Sandwiches, Restaurants]",11:00,20:00,4.5,1,quiet,FALSE,15203,27595,9613
44,"[Tapas/Small Plates, Restaurants]",16:00,23:00,4,2,average,FALSE,15206,28517,32482
7,"[Italian, Pizza, Restaurants]",11:00,22:00,2.5,1,loud,TRUE,15238,67370,13571
211,"[Bars, American (New), Cocktail Bars, Nightlife, Restaurants]",11:00,2:00,3.5,2,loud,FALSE,15201,27031,14326
10,"[Mexican, Restaurants]",11:00,21:00,3,3,average,NA,15227,38439,29621
5,"[Mexican, Restaurants]",10:00,19:00,3.5,2,average,NA,15203,27595,9613
6,"[Pizza, Restaurants]",10:00,23:00,4,1,quiet,TRUE,15223,33724,7991
12,"[American (Traditional), Sandwiches, Restaurants]",11:00,22:00,4,1,average,FALSE,15222,18598,1999
32,"[Food, Coffee & Tea, Sandwiches, Restaurants]",6:30,19:00,4.5,1,average,FALSE,15226,37889,14648
13,"[Fast Food, Sandwiches, Restaurants]",8:00,22:00,3,1,quiet,FALSE,15213,18473,28320
4,"[Bakeries, Food, Cafes, Sandwiches, Restaurants]",7:00,19:00,5,2,NA,FALSE,15206,28517,32482
9,"[Pizza, Restaurants]",11:00,23:00,3,1,loud,TRUE,15212,26712,31850
28,"[Barbeque, Restaurants]",11:00,20:00,4,1,loud,FALSE,15227,38439,29621
12,"[American (Traditional), American (New), Restaurants]",0:00,0:00,3.5,2,average,FALSE,15216,39526,24691
12,"[Nightlife, Delis, Bars, Sports Bars, Restaurants]",9:00,1:00,3,2,very_loud,TRUE,15212,26712,31850
15,"[Fast Food, American (Traditional), Restaurants]",11:00,21:30,3.5,1,average,FALSE,15216,39526,24691
11,"[Burgers, Restaurants]",17:00,22:00,4.5,2,average,FALSE,15206,28517,32482
4,"[Restaurants, Italian]",8:00,17:00,3.5,2,average,TRUE,15222,18598,1999
5,"[Pizza, Restaurants]",9:00,20:00,4,1,NA,TRUE,15206,28517,32482
33,"[Pubs, Bars, American (New), Nightlife, Restaurants]",11:00,2:00,3.5,1,average,FALSE,15201,27031,14326
6,"[German, Beer, Wine & Spirits, Food, Restaurants]",16:00,0:00,4,2,NA,FALSE,15212,26712,31850
10,"[Mexican, Restaurants]",11:00,16:00,4.5,1,average,NA,15222,18598,1999
12,"[Thai, Restaurants]",11:00,22:00,3.5,3,NA,FALSE,15206,28517,32482
11,"[Food, Food Delivery Services, Restaurants, Sandwiches, Italian]",11:00,23:00,3.5,1,NA,TRUE,15213,18473,28320
73,"[Korean, Restaurants, Karaoke, Nightlife]",9:00,21:30,3.5,2,average,FALSE,15217,45173,26425
21,"[Bars, Pizza, Nightlife, Restaurants]",9:30,17:00,3,2,NA,FALSE,15232,32552,11792
64,"[Ethiopian, Restaurants]",17:00,22:00,4,2,quiet,FALSE,15206,28517,32482
11,"[Chinese, Restaurants]",11:00,22:00,1.5,1,quiet,TRUE,15213,18473,28320
132,"[Bars, Cocktail Bars, Nightlife, Lounges, American (New), Restaurants]",11:30,2:00,3.5,2,average,FALSE,15222,18598,1999
7,"[Bars, Dive Bars, Burgers, Nightlife, Chicken Wings, Restaurants]",9:00,21:00,2.5,0,NA,FALSE,15216,39526,24691
14,"[Delis, Sandwiches, Restaurants]",11:00,21:00,3.5,1,average,TRUE,15222,18598,1999
8,"[Italian, Pizza, Restaurants]",10:00,22:00,3.5,2,loud,TRUE,15226,37889,14648
3,"[Chinese, Restaurants]",7:00,14:00,3,1,NA,TRUE,15228,58440,17723
7,"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]",11:00,2:00,3.5,2,NA,FALSE,15220,44018,19693
68,"[Food, Desserts, American (New), Restaurants]",11:00,0:00,3,2,average,FALSE,15217,45173,26425
32,"[Seafood, Steakhouses, Restaurants]",0:00,0:00,4,3,average,FALSE,15222,18598,1999
29,"[Buffets, Chinese, Restaurants]",6:00,23:00,3,1,average,FALSE,15213,18473,28320
34,"[Mexican, Restaurants]",11:00,20:00,4,1,average,FALSE,15222,18598,1999
12,"[Polish, Greek, Restaurants]",11:00,22:00,3,2,quiet,TRUE,15216,39526,24691
28,"[Pizza, Restaurants]",11:00,23:00,3.5,1,loud,TRUE,15224,22880,12095
6,"[Italian, Pizza, Restaurants]",16:00,21:30,3.5,1,average,FALSE,15210,27041,31216
39,"[Bars, American (New), Nightlife, Restaurants]",11:30,0:00,3.5,2,average,FALSE,15222,18598,1999
39,"[Mexican, Restaurants]",11:00,21:00,3.5,2,quiet,FALSE,15243,60717,13660
41,"[Indian, Restaurants]",11:30,22:00,4,2,quiet,TRUE,15224,22880,12095
19,"[Fast Food, Mexican, Restaurants]",11:00,22:00,3,1,average,FALSE,15206,28517,32482
37,"[American (New), Restaurants]",11:00,22:00,4,2,average,TRUE,15216,39526,24691
77,"[Bars, American (Traditional), Pubs, Burgers, Nightlife, Restaurants]",16:00,2:00,4,2,average,FALSE,15232,32552,11792
28,"[American (New), Buffets, Barbeque, Restaurants]",9:00,17:00,3.5,2,average,FALSE,15212,26712,31850
15,"[Sandwiches, Pizza, Chicken Wings, Restaurants]",9:00,21:00,4,1,quiet,FALSE,15236,46913,30630
55,"[Indian, Restaurants]",11:30,22:00,3.5,2,average,FALSE,15216,39526,24691
7,"[Italian, Pizza, Restaurants]",11:00,23:00,3,2,quiet,TRUE,15206,28517,32482
17,"[Mexican, Restaurants]",11:00,22:00,3,2,average,FALSE,15232,32552,11792
3,"[Pizza, Restaurants]",11:00,0:00,4.5,1,NA,FALSE,15226,37889,14648
7,"[Middle Eastern, Sandwiches, Restaurants]",11:00,17:00,3,1,average,TRUE,15213,18473,28320
42,"[Mediterranean, Restaurants]",10:30,20:00,3,2,quiet,FALSE,15222,18598,1999
143,"[Food, Coffee & Tea, Vegetarian, Restaurants]",8:00,17:00,4,1,average,FALSE,15206,28517,32482
4,"[Chinese, Restaurants]",11:00,22:00,2.5,1,quiet,FALSE,15218,35983,14956
35,"[American (New), Restaurants]",6:00,23:00,2.5,2,quiet,FALSE,15219,14399,19204
35,"[Food, Food Delivery Services, Indian, Restaurants]",11:00,22:00,3,2,quiet,TRUE,15213,18473,28320
695,"[Nightlife, Bars, Sandwiches, Restaurants]",6:00,6:00,3.5,1,loud,FALSE,15222,18598,1999
61,"[Food Delivery Services, Food, Caterers, Event Planning & Services, Asian Fusion, Restaurants]",11:30,22:00,3,2,average,TRUE,15232,32552,11792
20,"[Turkish, Pizza, Restaurants]",10:00,23:00,3.5,2,average,TRUE,15202,34727,21022
7,"[Sandwiches, Restaurants]",11:30,23:00,3.5,1,average,TRUE,15222,18598,1999
82,"[Restaurants, Italian]",11:00,0:00,4,2,loud,FALSE,15222,18598,1999
33,"[Breakfast & Brunch, Buffets, Diners, Restaurants]",18:00,0:30,3,1,average,FALSE,15217,45173,26425
14,"[Dive Bars, Bars, American (Traditional), Nightlife, Restaurants]",7:00,0:00,3.5,1,loud,FALSE,15201,27031,14326
4,"[Lebanese, Middle Eastern, Restaurants]",9:00,16:00,3,1,quiet,NA,15217,45173,26425
11,"[American (Traditional), Diners, Restaurants]",5:30,19:00,4,1,quiet,FALSE,15210,27041,31216
28,"[Pizza, Restaurants]",11:00,22:00,4,1,NA,TRUE,15224,22880,12095
17,"[Sushi Bars, Chinese, Restaurants]",11:30,21:30,4.5,2,average,TRUE,15241,85102,20616
36,"[American (Traditional), Sandwiches, Restaurants]",11:00,22:00,4.5,1,quiet,TRUE,15203,27595,9613
110,"[Mexican, Restaurants]",9:00,22:00,4.5,1,average,FALSE,15226,37889,14648
56,"[Arts & Entertainment, Music Venues, Burgers, Nightlife, American (New), Restaurants]",11:00,0:00,3,2,loud,FALSE,15219,14399,19204
9,"[Pizza, Restaurants]",11:00,21:00,2.5,1,loud,TRUE,15233,23841,4876
15,"[Mexican, Caribbean, Restaurants]",11:00,21:00,2.5,2,quiet,FALSE,15206,28517,32482
5,"[Chinese, Restaurants]",11:00,21:00,3.5,2,NA,FALSE,15227,38439,29621
3,"[Chinese, Restaurants]",9:00,21:00,3,1,average,NA,15203,27595,9613
27,"[American (New), Restaurants]",11:00,18:00,4.5,1,quiet,FALSE,15216,39526,24691
88,"[Thai, Restaurants]",11:00,22:00,3,2,quiet,TRUE,15232,32552,11792
17,"[Sushi Bars, Japanese, Restaurants]",17:00,22:00,3.5,2,quiet,TRUE,15216,39526,24691
17,"[Greek, Pizza, Mediterranean, Restaurants]",11:00,20:00,4.5,1,average,TRUE,15224,22880,12095
20,"[Mexican, Restaurants]",11:00,23:00,3,1,average,FALSE,15213,18473,28320
27,"[Food, Coffee & Tea, Creperies, Restaurants]",7:00,21:00,3.5,1,average,NA,15224,22880,12095
32,"[Breakfast & Brunch, Restaurants]",6:00,6:00,2.5,1,average,FALSE,15217,45173,26425
11,"[Cafes, Restaurants]",6:30,17:00,4.5,1,quiet,FALSE,15238,67370,13571
19,"[Pizza, Restaurants]",11:00,2:00,2.5,1,NA,TRUE,15201,27031,14326
11,"[Burgers, Restaurants]",10:30,0:00,3,2,NA,NA,15222,18598,1999
21,"[Food, Indian, Food Trucks, Restaurants]",10:30,18:00,4,1,quiet,FALSE,15213,18473,28320
17,"[Pizza, Restaurants]",10:30,2:00,3,1,average,TRUE,15213,18473,28320
20,"[Mexican, Restaurants]",11:00,22:00,4,1,average,FALSE,15205,38507,22586
197,"[Food, Tea Rooms, Asian Fusion, Restaurants]",11:30,21:00,4,2,average,FALSE,15213,18473,28320
102,"[American (New), Restaurants]",6:30,22:00,3.5,3,average,FALSE,15222,18598,1999
73,"[Delis, Caterers, Sandwiches, Event Planning & Services, Restaurants]",8:00,17:00,4,1,average,FALSE,15217,45173,26425
219,"[Chinese, Restaurants]",11:30,14:30,4,2,average,TRUE,15217,45173,26425
11,"[American (Traditional), Restaurants]",16:00,2:00,2.5,1,average,FALSE,15203,27595,9613
60,"[Thai, Restaurants]",11:30,21:30,3.5,2,average,FALSE,15217,45173,26425
