,review_count,categories,opentime,closetime,stars,priceRange,noiselevel,delivery,zipcodes,avg_Income,population
378,6,Pizza,6:00,1:00,4.5,1,average,FALSE,15217,45173,26425
379,16,American,17:00,22:00,4.5,3,average,FALSE,15241,85102,20616
380,6,Others,11:00,22:00,4.5,1,quiet,TRUE,15213,18473,28320
381,3,Deli,10:00,20:00,4.5,2,,,15216,39526,24691
382,16,Others,9:00,20:00,5,1,average,TRUE,15213,18473,28320
383,5,Burgers,11:00,19:00,1.5,1,,FALSE,15217,45173,26425
384,34,Pizza,11:00,0:00,3.5,2,average,TRUE,15220,44018,19693
385,3,Sandwiches,11:00,4:00,3.5,2,average,TRUE,15227,38439,29621
386,18,American,11:30,22:00,2.5,2,average,FALSE,15219,14399,19204
387,6,Mexican,9:00,19:00,3,1,,FALSE,15202,34727,21022
388,51,American,16:00,2:00,3.5,1,average,FALSE,15201,27031,14326
389,18,Italian,10:30,21:00,3.5,3,quiet,FALSE,15220,44018,19693
390,34,Mexican,11:00,22:00,4,2,average,FALSE,15203,27595,9613
391,46,American,11:00,0:00,3,2,average,FALSE,15215,43750,13212
392,24,Chinese,11:00,22:00,4,1,quiet,TRUE,15216,39526,24691
393,8,Chinese,11:00,22:00,3.5,1,quiet,TRUE,15224,22880,12095
394,8,American,11:30,23:00,4.5,2,average,FALSE,15236,46913,30630
395,15,Thai,11:00,22:00,4,2,quiet,FALSE,15202,34727,21022
396,40,Others,8:00,17:30,4,2,loud,FALSE,15222,18598,1999
397,6,American,11:00,2:00,4,2,loud,FALSE,15205,38507,22586
398,4,Burgers,10:30,2:00,2.5,1,average,FALSE,15213,18473,28320
399,6,Pizza,10:00,21:00,3.5,2,quiet,TRUE,15212,26712,31850
400,7,Middle Eastern,17:00,21:00,4,2,quiet,FALSE,15226,37889,14648
401,6,Pizza,10:00,23:00,4.5,1,average,TRUE,15215,43750,13212
402,63,Others,9:30,16:30,4.5,1,quiet,FALSE,15222,18598,1999
403,63,Others,11:00,14:30,4,2,quiet,FALSE,15224,22880,12095
404,3,American,10:00,21:00,3.5,2,average,FALSE,15213,18473,28320
405,11,Others,9:00,20:00,3.5,2,quiet,FALSE,15222,18598,1999
406,4,Burgers,11:00,21:00,1,1,,FALSE,15233,23841,4876
407,16,Pizza,10:30,20:00,3.5,1,average,TRUE,15222,18598,1999
408,7,Pizza,11:00,23:00,2.5,2,,TRUE,15216,39526,24691
409,7,Chinese,9:00,16:30,3,2,quiet,FALSE,15210,27041,31216
410,28,Thai,11:00,21:30,2.5,2,quiet,FALSE,15222,18598,1999
411,7,American,8:00,20:00,3.5,3,average,FALSE,15203,27595,9613
412,12,Italian,11:00,21:00,3,2,quiet,FALSE,15234,40756,14911
413,89,Pizza,11:30,22:00,2.5,2,average,FALSE,15224,22880,12095
414,27,Others,6:00,20:00,4,1,average,TRUE,15211,34067,12477
415,14,American,10:00,22:00,2.5,1,average,TRUE,15203,27595,9613
416,6,American,11:00,21:30,4,0,,,15203,27595,9613
417,116,Mexican,11:00,22:00,3.5,2,average,FALSE,15203,27595,9613
418,52,Japanese,16:00,22:00,3.5,2,average,FALSE,15213,18473,28320
419,3,Pizza,10:00,0:00,4,0,,TRUE,15216,39526,24691
420,6,American,11:00,22:00,3,2,,,15232,32552,11792
421,8,Sandwiches,11:00,21:00,3.5,1,average,TRUE,15224,22880,12095
422,33,Sandwiches,7:00,17:00,4,1,very_loud,FALSE,15206,28517,32482
423,5,Pizza,11:00,22:00,3.5,1,,TRUE,15234,40756,14911
424,8,American,11:00,1:00,5,2,average,FALSE,15212,26712,31850
425,3,Seafood,7:00,19:00,4,0,,,15224,22880,12095
426,4,Pizza,10:30,22:30,3.5,0,,TRUE,15215,43750,13212
427,7,Mexican,11:00,21:00,1.5,2,average,FALSE,15238,67370,13571
428,81,Deli,7:00,19:00,4,1,average,FALSE,15213,18473,28320
429,18,Italian,17:00,21:00,3,2,average,FALSE,15218,35983,14956
430,36,American,18:00,22:00,4.5,4,quiet,FALSE,15206,28517,32482
431,6,Thai,11:00,21:00,4,2,quiet,TRUE,15219,14399,19204
432,62,Others,17:00,2:00,4,1,loud,FALSE,15224,22880,12095
433,39,Others,11:00,23:00,4,1,average,FALSE,15211,34067,12477
434,7,Pizza,9:00,21:00,1,0,,TRUE,15203,27595,9613
435,9,Deli,7:00,18:00,4.5,1,average,FALSE,15205,38507,22586
436,30,Mexican,11:00,21:00,3.5,2,loud,FALSE,15234,40756,14911
437,141,Others,10:00,13:30,3.5,1,average,FALSE,15213,18473,28320
438,20,Deli,7:30,15:00,4,1,quiet,FALSE,15222,18598,1999
439,47,Steakhouses,7:00,1:00,2.5,3,average,FALSE,15203,27595,9613
440,5,Others,16:00,20:00,4.5,0,,FALSE,15222,18598,1999
441,7,Others,12:00,23:00,3.5,1,quiet,TRUE,15213,18473,28320
442,27,Burgers,7:00,22:00,4,1,average,FALSE,15203,27595,9613
443,30,American,8:00,23:00,3.5,2,loud,FALSE,15205,38507,22586
444,340,Sandwiches,10:00,0:00,3.5,1,loud,FALSE,15222,18598,1999
445,4,Pizza,10:00,21:00,2.5,1,,TRUE,15210,27041,31216
446,52,Burgers,11:00,22:00,3.5,1,loud,FALSE,15213,18473,28320
447,5,Others,0:00,23:59,2.5,0,,,15219,14399,19204
448,8,Sandwiches,7:00,16:00,5,1,quiet,FALSE,15216,39526,24691
449,54,Others,11:00,22:00,4,2,quiet,FALSE,15234,40756,14911
450,191,Others,7:30,16:30,4.5,1,quiet,FALSE,15201,27031,14326
451,3,American,6:00,19:00,4,1,,FALSE,15222,18598,1999
452,12,Sandwiches,11:00,20:00,4.5,1,quiet,FALSE,15203,27595,9613
453,44,Others,16:00,23:00,4,2,average,FALSE,15206,28517,32482
454,7,Pizza,11:00,22:00,2.5,1,loud,TRUE,15238,67370,13571
455,211,American,11:00,2:00,3.5,2,loud,FALSE,15201,27031,14326
456,10,Mexican,11:00,21:00,3,3,average,,15227,38439,29621
457,5,Mexican,10:00,19:00,3.5,2,average,,15203,27595,9613
458,6,Pizza,10:00,23:00,4,1,quiet,TRUE,15223,33724,7991
459,12,Sandwiches,11:00,22:00,4,1,average,FALSE,15222,18598,1999
460,32,Sandwiches,6:30,19:00,4.5,1,average,FALSE,15226,37889,14648
461,13,Sandwiches,8:00,22:00,3,1,quiet,FALSE,15213,18473,28320
462,4,Sandwiches,7:00,19:00,5,2,,FALSE,15206,28517,32482
463,9,Pizza,11:00,23:00,3,1,loud,TRUE,15212,26712,31850
464,28,Others,11:00,20:00,4,1,loud,FALSE,15227,38439,29621
465,12,American,0:00,0:00,3.5,2,average,FALSE,15216,39526,24691
466,12,Deli,9:00,1:00,3,2,very_loud,TRUE,15212,26712,31850
467,15,American,11:00,21:30,3.5,1,average,FALSE,15216,39526,24691
468,11,Burgers,17:00,22:00,4.5,2,average,FALSE,15206,28517,32482
469,4,Italian,8:00,17:00,3.5,2,average,TRUE,15222,18598,1999
470,5,Pizza,9:00,20:00,4,1,,TRUE,15206,28517,32482
471,33,American,11:00,2:00,3.5,1,average,FALSE,15201,27031,14326
472,6,Others,16:00,0:00,4,2,,FALSE,15212,26712,31850
473,10,Mexican,11:00,16:00,4.5,1,average,,15222,18598,1999
474,12,Thai,11:00,22:00,3.5,3,,FALSE,15206,28517,32482
475,11,Sandwiches,11:00,23:00,3.5,1,,TRUE,15213,18473,28320
476,73,Japanese,9:00,21:30,3.5,2,average,FALSE,15217,45173,26425
477,21,Pizza,9:30,17:00,3,2,,FALSE,15232,32552,11792
478,64,Others,17:00,22:00,4,2,quiet,FALSE,15206,28517,32482
479,11,Chinese,11:00,22:00,1.5,1,quiet,TRUE,15213,18473,28320
480,132,American,11:30,2:00,3.5,2,average,FALSE,15222,18598,1999
481,7,Burgers,9:00,21:00,2.5,0,,FALSE,15216,39526,24691
482,14,Deli,11:00,21:00,3.5,1,average,TRUE,15222,18598,1999
483,8,Pizza,10:00,22:00,3.5,2,loud,TRUE,15226,37889,14648
484,3,Chinese,7:00,14:00,3,1,,TRUE,15228,58440,17723
485,7,Burgers,11:00,2:00,3.5,2,,FALSE,15220,44018,19693
486,68,American,11:00,0:00,3,2,average,FALSE,15217,45173,26425
487,32,Seafood,0:00,0:00,4,3,average,FALSE,15222,18598,1999
488,29,Chinese,6:00,23:00,3,1,average,FALSE,15213,18473,28320
489,34,Mexican,11:00,20:00,4,1,average,FALSE,15222,18598,1999
490,12,Others,11:00,22:00,3,2,quiet,TRUE,15216,39526,24691
491,28,Pizza,11:00,23:00,3.5,1,loud,TRUE,15224,22880,12095
492,6,Pizza,16:00,21:30,3.5,1,average,FALSE,15210,27041,31216
493,39,American,11:30,0:00,3.5,2,average,FALSE,15222,18598,1999
494,39,Mexican,11:00,21:00,3.5,2,quiet,FALSE,15243,60717,13660
495,41,Others,11:30,22:00,4,2,quiet,TRUE,15224,22880,12095
496,19,Mexican,11:00,22:00,3,1,average,FALSE,15206,28517,32482
497,37,American,11:00,22:00,4,2,average,TRUE,15216,39526,24691
498,77,Burgers,16:00,2:00,4,2,average,FALSE,15232,32552,11792
499,28,American,9:00,17:00,3.5,2,average,FALSE,15212,26712,31850
500,15,Sandwiches,9:00,21:00,4,1,quiet,FALSE,15236,46913,30630
501,55,Others,11:30,22:00,3.5,2,average,FALSE,15216,39526,24691
502,7,Pizza,11:00,23:00,3,2,quiet,TRUE,15206,28517,32482
503,17,Mexican,11:00,22:00,3,2,average,FALSE,15232,32552,11792
504,3,Pizza,11:00,0:00,4.5,1,,FALSE,15226,37889,14648
505,7,Sandwiches,11:00,17:00,3,1,average,TRUE,15213,18473,28320
506,42,Others,10:30,20:00,3,2,quiet,FALSE,15222,18598,1999
507,143,Others,8:00,17:00,4,1,average,FALSE,15206,28517,32482
508,4,Chinese,11:00,22:00,2.5,1,quiet,FALSE,15218,35983,14956
509,35,American,6:00,23:00,2.5,2,quiet,FALSE,15219,14399,19204
510,35,Others,11:00,22:00,3,2,quiet,TRUE,15213,18473,28320
511,695,Sandwiches,6:00,6:00,3.5,1,loud,FALSE,15222,18598,1999
512,61,Others,11:30,22:00,3,2,average,TRUE,15232,32552,11792
513,20,Pizza,10:00,23:00,3.5,2,average,TRUE,15202,34727,21022
514,7,Sandwiches,11:30,23:00,3.5,1,average,TRUE,15222,18598,1999
515,82,Italian,11:00,0:00,4,2,loud,FALSE,15222,18598,1999
516,33,Others,18:00,0:30,3,1,average,FALSE,15217,45173,26425
517,14,American,7:00,0:00,3.5,1,loud,FALSE,15201,27031,14326
518,4,Middle Eastern,9:00,16:00,3,1,quiet,,15217,45173,26425
519,11,American,5:30,19:00,4,1,quiet,FALSE,15210,27041,31216
520,28,Pizza,11:00,22:00,4,1,,TRUE,15224,22880,12095
521,17,Chinese,11:30,21:30,4.5,2,average,TRUE,15241,85102,20616
522,36,Sandwiches,11:00,22:00,4.5,1,quiet,TRUE,15203,27595,9613
523,110,Mexican,9:00,22:00,4.5,1,average,FALSE,15226,37889,14648
524,56,Burgers,11:00,0:00,3,2,loud,FALSE,15219,14399,19204
525,9,Pizza,11:00,21:00,2.5,1,loud,TRUE,15233,23841,4876
526,15,Mexican,11:00,21:00,2.5,2,quiet,FALSE,15206,28517,32482
527,5,Chinese,11:00,21:00,3.5,2,,FALSE,15227,38439,29621
528,3,Chinese,9:00,21:00,3,1,average,,15203,27595,9613
529,27,American,11:00,18:00,4.5,1,quiet,FALSE,15216,39526,24691
530,88,Thai,11:00,22:00,3,2,quiet,TRUE,15232,32552,11792
531,17,Japanese,17:00,22:00,3.5,2,quiet,TRUE,15216,39526,24691
532,17,Pizza,11:00,20:00,4.5,1,average,TRUE,15224,22880,12095
533,20,Mexican,11:00,23:00,3,1,average,FALSE,15213,18473,28320
534,27,Others,7:00,21:00,3.5,1,average,,15224,22880,12095
535,32,Others,6:00,6:00,2.5,1,average,FALSE,15217,45173,26425
536,11,Others,6:30,17:00,4.5,1,quiet,FALSE,15238,67370,13571
537,19,Pizza,11:00,2:00,2.5,1,,TRUE,15201,27031,14326
538,11,Burgers,10:30,0:00,3,2,,,15222,18598,1999
539,21,Others,10:30,18:00,4,1,quiet,FALSE,15213,18473,28320
540,17,Pizza,10:30,2:00,3,1,average,TRUE,15213,18473,28320
541,20,Mexican,11:00,22:00,4,1,average,FALSE,15205,38507,22586
542,197,Others,11:30,21:00,4,2,average,FALSE,15213,18473,28320
543,102,American,6:30,22:00,3.5,3,average,FALSE,15222,18598,1999
544,73,Deli,8:00,17:00,4,1,average,FALSE,15217,45173,26425
545,219,Chinese,11:30,14:30,4,2,average,TRUE,15217,45173,26425
546,11,American,16:00,2:00,2.5,1,average,FALSE,15203,27595,9613
547,60,Thai,11:30,21:30,3.5,2,average,FALSE,15217,45173,26425
548,6,Others,6:00,16:00,3.5,1,,,15213,18473,28320
549,4,Pizza,10:00,1:00,2.5,0,,TRUE,15220,44018,19693
550,47,Sandwiches,9:00,21:00,3.5,1,very_loud,TRUE,15222,18598,1999
551,24,Italian,11:00,21:00,3,2,average,FALSE,15222,18598,1999
552,37,Mexican,16:00,22:00,2.5,2,average,FALSE,15216,39526,24691
553,4,Mexican,11:00,21:30,2.5,0,,,15222,18598,1999
554,4,American,11:00,16:00,4,2,,,15234,40756,14911
555,21,Sandwiches,11:00,23:00,2.5,2,quiet,FALSE,15220,44018,19693
556,657,American,12:00,14:00,4,3,average,FALSE,15222,18598,1999
557,18,Pizza,11:00,20:00,3,1,average,TRUE,15213,18473,28320
558,31,Pizza,10:00,1:00,3,1,average,TRUE,15222,18598,1999
559,60,Pizza,11:00,19:00,3.5,1,average,TRUE,15222,18598,1999
560,6,Middle Eastern,11:00,22:00,4.5,2,,FALSE,15213,18473,28320
561,19,Italian,11:00,21:00,3,2,very_loud,FALSE,15222,18598,1999
562,39,Mexican,11:00,22:00,3,2,average,FALSE,15206,28517,32482
563,37,Pizza,10:00,1:00,3,1,average,TRUE,15203,27595,9613
564,7,Chinese,10:00,22:30,4,2,average,FALSE,15226,37889,14648
565,4,Others,8:00,16:00,4.5,0,,,15201,27031,14326
566,8,Sandwiches,7:00,16:00,4.5,1,quiet,FALSE,15211,34067,12477
567,9,Others,10:00,23:00,3,1,average,FALSE,15208,24178,13352
568,13,Sandwiches,11:00,20:00,5,2,average,FALSE,15203,27595,9613
569,4,Italian,7:00,14:00,4,2,,,15222,18598,1999
570,9,Sandwiches,11:00,21:00,3,1,,FALSE,15213,18473,28320
571,3,Deli,11:00,19:00,4,0,,,15224,22880,12095
572,87,American,17:00,21:30,4.5,3,average,FALSE,15218,35983,14956
573,9,Pizza,4:30,22:00,4,2,average,TRUE,15226,37889,14648
574,6,Deli,8:00,19:00,4,1,quiet,TRUE,15217,45173,26425
575,28,Mexican,11:00,20:00,3.5,1,loud,FALSE,15222,18598,1999
576,11,American,11:00,21:00,3.5,2,average,FALSE,15215,43750,13212
577,5,Others,11:00,22:00,2.5,0,,FALSE,15216,39526,24691
578,52,American,17:00,22:00,4.5,3,average,FALSE,15211,34067,12477
579,10,Chinese,10:00,21:00,3,1,quiet,TRUE,15213,18473,28320
580,30,Pizza,6:00,21:00,4,1,average,FALSE,15221,30668,36387
581,60,Others,11:00,23:00,3,2,loud,TRUE,15206,28517,32482
582,166,Others,8:00,16:00,4,1,average,FALSE,15232,32552,11792
583,8,Chinese,11:00,22:30,4,1,quiet,FALSE,15212,26712,31850
584,28,Japanese,0:00,0:00,3,1,average,FALSE,15213,18473,28320
585,97,Seafood,11:30,22:00,4,4,average,FALSE,15222,18598,1999
586,53,American,11:00,2:00,3.5,2,average,FALSE,15212,26712,31850
587,56,Japanese,11:00,22:00,4,2,average,FALSE,15224,22880,12095
588,127,American,16:00,22:00,3.5,2,average,FALSE,15203,27595,9613
589,3,American,12:00,20:00,3,1,,FALSE,15212,26712,31850
590,162,Pizza,11:00,22:00,3.5,2,loud,FALSE,15222,18598,1999
591,11,Others,11:00,0:00,2.5,2,,,15201,27031,14326
592,169,American,17:00,23:00,4.5,3,loud,FALSE,15222,18598,1999
593,8,Pizza,6:00,18:00,3.5,1,average,TRUE,15226,37889,14648
594,6,American,11:00,21:00,2,3,average,FALSE,15227,38439,29621
595,14,Deli,12:00,20:00,2.5,1,,TRUE,15217,45173,26425
596,72,American,11:00,2:00,4.5,2,average,FALSE,15203,27595,9613
597,11,Chinese,11:00,23:00,3,1,quiet,FALSE,15206,28517,32482
598,18,American,10:00,2:00,3,2,average,FALSE,15219,14399,19204
599,47,Others,11:00,21:00,4,2,quiet,FALSE,15201,27031,14326
600,73,Others,10:00,15:00,3.5,1,average,TRUE,15222,18598,1999
601,4,Others,8:00,22:00,4,1,,,15213,18473,28320
602,106,Others,6:00,2:00,4,1,average,FALSE,15203,27595,9613
603,8,Pizza,8:30,17:30,2.5,1,average,TRUE,15213,18473,28320
604,65,Others,18:00,21:00,4,1,loud,FALSE,15217,45173,26425
605,3,American,0:00,0:00,4.5,0,,,15212,26712,31850
606,14,Steakhouses,16:00,22:00,2,3,average,FALSE,15211,34067,12477
607,4,Pizza,9:00,16:30,3,2,,TRUE,15210,27041,31216
608,5,Others,6:00,22:00,4,2,average,FALSE,15212,26712,31850
609,11,Others,7:00,14:00,4.5,2,average,FALSE,15219,14399,19204
610,5,Burgers,11:00,22:00,4.5,2,,FALSE,15222,18598,1999
611,3,Chinese,11:00,22:30,3,1,average,TRUE,15210,27041,31216
612,10,Pizza,11:00,22:00,3.5,1,average,TRUE,15226,37889,14648
613,190,American,17:00,12:00,4,2,loud,FALSE,15222,18598,1999
614,76,Others,11:30,23:30,2.5,3,average,FALSE,15232,32552,11792
615,18,Burgers,11:00,2:00,3,2,average,FALSE,15222,18598,1999
616,31,Others,10:30,0:00,3.5,1,loud,FALSE,15222,18598,1999
617,8,Pizza,10:00,3:00,3,0,,TRUE,15213,18473,28320
618,56,American,11:00,23:00,2.5,2,average,FALSE,15212,26712,31850
619,5,Sandwiches,10:00,18:00,4,0,,,15222,18598,1999
620,59,American,10:00,21:00,3,2,very_loud,FALSE,15212,26712,31850
621,40,Others,7:00,16:00,3.5,2,quiet,TRUE,15203,27595,9613
622,7,American,11:00,23:00,4,2,average,FALSE,15236,46913,30630
623,37,Others,11:30,22:00,4,2,quiet,FALSE,15201,27031,14326
624,11,Italian,8:00,18:00,4.5,2,quiet,,15241,85102,20616
625,246,Burgers,11:00,0:00,4,2,average,FALSE,15222,18598,1999
626,24,Others,7:00,15:00,3.5,1,average,FALSE,15201,27031,14326
627,5,American,16:00,2:00,2,2,loud,FALSE,15216,39526,24691
628,6,Mexican,10:30,19:00,3.5,1,average,FALSE,15222,18598,1999
629,17,American,7:00,20:00,3,2,average,FALSE,15218,35983,14956
630,5,Mexican,10:30,18:00,3.5,1,average,FALSE,15219,14399,19204
631,137,Seafood,9:00,16:00,4.5,2,loud,FALSE,15222,18598,1999
632,94,American,11:00,22:00,4.5,2,average,FALSE,15201,27031,14326
633,6,Italian,11:00,22:00,3,2,average,FALSE,15217,45173,26425
634,30,Thai,16:00,21:00,3.5,2,quiet,TRUE,15218,35983,14956
635,6,Italian,19:00,2:00,3,2,,,15203,27595,9613
636,222,Italian,11:30,14:00,3.5,3,average,FALSE,15222,18598,1999
637,7,American,16:00,2:00,3,1,average,FALSE,15203,27595,9613
638,93,American,11:00,20:00,4,1,average,TRUE,15222,18598,1999
639,24,Mexican,11:00,22:00,4,1,average,FALSE,15213,18473,28320
640,11,Pizza,10:30,2:00,3.5,1,loud,FALSE,15213,18473,28320
641,6,American,10:00,19:00,3.5,2,,FALSE,15222,18598,1999
642,26,Others,11:00,3:00,4.5,1,average,FALSE,15203,27595,9613
643,36,American,11:30,22:00,4,2,quiet,FALSE,15224,22880,12095
644,15,Chinese,17:00,21:30,3,1,quiet,TRUE,15206,28517,32482
645,18,American,11:00,0:00,4,2,average,FALSE,15201,27031,14326
646,6,Others,11:00,22:00,3,1,average,,15224,22880,12095
647,67,Seafood,11:00,16:00,4,2,average,FALSE,15222,18598,1999
648,28,Pizza,11:30,14:30,3.5,2,quiet,FALSE,15232,32552,11792
649,90,Others,11:00,22:00,3.5,2,average,TRUE,15217,45173,26425
650,10,American,11:00,21:00,2.5,2,average,FALSE,15219,14399,19204
651,15,Seafood,11:00,21:00,3.5,2,quiet,FALSE,15224,22880,12095
652,9,American,8:00,19:00,3,1,average,FALSE,15238,67370,13571
653,10,Seafood,12:00,20:00,2.5,2,average,FALSE,15212,26712,31850
654,5,Chinese,16:30,22:00,2.5,1,,TRUE,15210,27041,31216
655,8,American,9:00,17:00,4.5,2,quiet,FALSE,15220,44018,19693
656,107,Pizza,11:00,22:00,4.5,1,loud,FALSE,15224,22880,12095
657,67,American,17:00,23:00,3,3,average,FALSE,15211,34067,12477
658,3,Deli,10:00,19:00,4.5,1,quiet,,15222,18598,1999
659,111,American,11:00,23:00,3.5,2,average,FALSE,15222,18598,1999
660,107,American,11:00,23:00,3.5,2,average,FALSE,15203,27595,9613
661,8,Chinese,11:00,22:30,3,1,quiet,TRUE,15201,27031,14326
662,77,Pizza,0:00,0:00,3,2,average,TRUE,15224,22880,12095
663,15,Steakhouses,10:00,20:00,3,3,,FALSE,15203,27595,9613
664,134,Seafood,11:00,21:00,4,2,average,TRUE,15222,18598,1999
665,24,Italian,8:00,22:00,4,2,average,FALSE,15219,14399,19204
666,4,Sandwiches,11:00,19:00,4.5,1,,FALSE,15203,27595,9613
667,63,Others,16:00,22:00,4,3,quiet,FALSE,15233,23841,4876
668,53,American,10:00,20:30,4,2,quiet,FALSE,15232,32552,11792
669,12,Others,12:00,20:00,4,1,average,FALSE,15212,26712,31850
670,48,Sandwiches,11:00,23:00,3,2,loud,FALSE,15212,26712,31850
671,6,Pizza,11:00,22:00,2.5,2,,TRUE,15243,60717,13660
672,12,Others,6:30,18:00,4.5,1,,TRUE,15212,26712,31850
673,142,Japanese,17:00,21:30,4,2,average,FALSE,15217,45173,26425
674,22,American,4:30,22:00,4,1,quiet,FALSE,15217,45173,26425
675,36,Pizza,11:00,21:30,4,2,average,FALSE,15205,38507,22586
676,46,Italian,16:00,22:00,2.5,2,average,FALSE,15206,28517,32482
677,5,American,10:30,22:00,4,1,average,FALSE,15220,44018,19693
678,8,Sandwiches,5:30,17:00,3,1,,FALSE,15222,18598,1999
679,76,Deli,11:00,20:00,3.5,1,average,FALSE,15213,18473,28320
680,34,Others,17:00,22:00,3.5,2,average,FALSE,15222,18598,1999
681,118,American,11:00,2:00,3.5,2,loud,FALSE,15203,27595,9613
682,4,Pizza,11:00,23:00,4.5,1,quiet,FALSE,15232,32552,11792
683,8,Sandwiches,6:00,19:00,4.5,1,quiet,FALSE,15217,45173,26425
684,39,Others,7:00,18:00,3,1,very_loud,FALSE,15213,18473,28320
685,11,Thai,11:00,21:00,3.5,2,average,FALSE,15206,28517,32482
686,4,Pizza,8:00,17:00,3.5,1,average,TRUE,15205,38507,22586
687,5,Italian,9:00,21:00,4,2,average,FALSE,15220,44018,19693
688,11,Pizza,9:00,17:00,4,1,quiet,FALSE,15233,23841,4876
689,10,Thai,11:00,21:00,4,2,average,FALSE,15222,18598,1999
690,158,Sandwiches,10:00,0:00,3,1,average,FALSE,15213,18473,28320
691,116,American,16:00,23:00,3.5,2,average,FALSE,15211,34067,12477
692,3,Sandwiches,9:00,17:00,3.5,1,average,FALSE,15222,18598,1999
693,24,Mexican,11:00,21:00,4.5,1,quiet,FALSE,15216,39526,24691
694,57,Others,9:00,17:00,4,1,average,FALSE,15213,18473,28320
695,4,Burgers,9:00,17:00,2.5,0,,,15202,34727,21022
696,9,Sandwiches,9:00,2:00,3,1,average,FALSE,15213,18473,28320
697,13,American,11:00,22:00,3.5,2,loud,FALSE,15238,67370,13571
698,14,Burgers,17:00,2:00,3.5,2,average,FALSE,15203,27595,9613
699,4,Sandwiches,11:00,22:00,4.5,2,quiet,FALSE,15224,22880,12095
700,6,American,8:00,22:00,3.5,2,average,TRUE,15224,22880,12095
701,19,Pizza,11:00,2:00,2.5,2,very_loud,TRUE,15232,32552,11792
702,24,Seafood,11:00,22:00,3.5,3,average,FALSE,15238,67370,13571
703,60,Italian,11:00,22:00,3,2,average,TRUE,15219,14399,19204
704,27,American,18:00,23:00,4.5,3,quiet,FALSE,15215,43750,13212
705,6,Sandwiches,6:00,18:00,4.5,1,average,FALSE,15226,37889,14648
706,17,Chinese,10:00,21:00,2,1,quiet,TRUE,15206,28517,32482
707,9,American,8:00,17:00,3,2,,FALSE,15219,14399,19204
708,7,Chinese,11:00,18:00,4.5,1,average,TRUE,15201,27031,14326
709,4,Sandwiches,11:00,20:00,3.5,1,,TRUE,15208,24178,13352
710,36,Chinese,10:30,22:00,3,1,average,FALSE,15213,18473,28320
711,6,Others,17:00,1:00,4,2,very_loud,FALSE,15213,18473,28320
712,5,Italian,11:30,22:00,3.5,2,average,FALSE,15235,41367,39126
713,5,Pizza,11:00,21:30,3.5,1,,FALSE,15222,18598,1999
714,4,Burgers,9:30,20:00,3,1,,FALSE,15201,27031,14326
715,26,Others,12:00,21:00,3.5,2,loud,FALSE,15217,45173,26425
716,27,Italian,17:00,21:00,3.5,3,quiet,FALSE,15211,34067,12477
717,28,Pizza,8:00,20:00,3,1,loud,TRUE,15217,45173,26425
718,11,Pizza,10:00,13:00,3.5,2,,TRUE,15213,18473,28320
719,7,Others,11:00,2:00,3.5,2,average,FALSE,15203,27595,9613
720,6,Deli,10:00,17:00,4.5,1,quiet,FALSE,15212,26712,31850
721,31,Others,9:00,14:00,4.5,2,quiet,FALSE,15220,44018,19693
722,17,Pizza,11:00,23:00,4,2,average,FALSE,15224,22880,12095
723,19,Burgers,6:00,22:00,2.5,2,loud,FALSE,15212,26712,31850
724,3,Others,6:00,5:30,4.5,1,loud,FALSE,15209,38292,12891
725,7,Burgers,11:00,22:00,4,1,average,FALSE,15238,67370,13571
726,136,Italian,17:00,22:00,4,2,average,FALSE,15206,28517,32482
727,3,Others,10:00,17:00,2.5,0,,FALSE,15212,26712,31850
728,6,Burgers,6:00,23:00,2,1,,FALSE,15206,28517,32482
729,76,Mexican,9:00,16:00,4.5,1,average,FALSE,15222,18598,1999
730,59,Chinese,7:30,18:00,3,1,average,FALSE,15213,18473,28320
731,100,Others,17:00,23:00,3.5,2,average,TRUE,15213,18473,28320
732,26,Middle Eastern,11:00,2:00,4,2,loud,FALSE,15226,37889,14648
733,6,Burgers,5:30,20:00,4,1,average,FALSE,15209,38292,12891
734,15,Others,11:00,20:00,4.5,2,quiet,FALSE,15226,37889,14648
735,16,Others,0:00,0:00,4.5,1,loud,FALSE,15219,14399,19204
736,3,American,6:00,21:00,3.5,0,,,15203,27595,9613
737,42,Chinese,5:30,20:00,3,2,quiet,TRUE,15217,45173,26425
738,37,American,11:00,22:00,3.5,1,average,FALSE,15203,27595,9613
739,4,Sandwiches,11:00,23:00,2.5,0,,TRUE,15220,44018,19693
740,207,Pizza,11:00,22:00,4,2,average,FALSE,15201,27031,14326
741,60,Others,11:30,14:30,4,2,average,FALSE,15220,44018,19693
742,283,Others,11:30,22:00,4,2,average,FALSE,15222,18598,1999
743,11,Sandwiches,7:00,21:00,3,1,quiet,FALSE,15238,67370,13571
744,13,Japanese,17:00,23:00,3,2,,FALSE,15213,18473,28320
745,76,American,16:30,0:00,4,2,average,FALSE,15213,18473,28320
746,73,Others,9:00,17:00,4,1,average,FALSE,15232,32552,11792
747,102,Others,17:00,20:30,4.5,2,average,FALSE,15213,18473,28320
748,17,Middle Eastern,17:00,1:00,3,2,loud,FALSE,15203,27595,9613
749,4,Chinese,11:00,22:00,3.5,1,,TRUE,15234,40756,14911
750,21,Others,11:00,22:00,3,2,quiet,,15213,18473,28320
751,185,American,11:30,21:00,3.5,2,average,FALSE,15213,18473,28320
